CANTON_FINAL,CANTON_DEF,CURSO,CURSO_NORMALIZADO,CONVOCATORIA,AÑO,SEXO_FINAL,SEXO_NORMALIZADO,EDAD,EDAD_CLASIFICADA,BENEFICIARIO,CERTIFICADO,DESERCION,INTERMITENTE,EDICION,__HOJA_ORIGEN__,__FECHA_ETL__,__FILAS_ETL__
Desamparados,Desamparados,redaccion,redaccion,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,redaccion-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,redaccion,redaccion,1.0,2024,Masculino,Masculino,Sin dato,Sin dato,0,0,0,0,redaccion-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,redaccion,redaccion,1.0,2024,Masculino,Masculino,Sin dato,Sin dato,0,0,0,0,redaccion-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,redaccion,redaccion,1.0,2024,Masculino,Masculino,Sin dato,Sin dato,0,0,0,0,redaccion-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,redaccion,redaccion,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,redaccion-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,redaccion,redaccion,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,redaccion-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,redaccion,redaccion,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,redaccion-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,redaccion,redaccion,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,redaccion-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Moravia,Moravia,redaccion,redaccion,1.0,2024,Masculino,Masculino,Sin dato,Sin dato,1,0,1,0,redaccion-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,redaccion,redaccion,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,redaccion-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,redaccion,redaccion,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,redaccion-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,redaccion,redaccion,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,redaccion-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,redaccion,redaccion,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,redaccion-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Heredia,Heredia,redaccion,redaccion,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,redaccion-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,redaccion,redaccion,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,redaccion-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San Carlos,San Carlos,redaccion,redaccion,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,redaccion-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,redaccion,redaccion,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,redaccion-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Limón,Limón,redaccion,redaccion,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,redaccion-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Guácimo,Guácimo,redaccion,redaccion,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,redaccion-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,redaccion,redaccion,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,redaccion-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,redaccion,redaccion,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,redaccion-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,redaccion,redaccion,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,1,0,1,0,redaccion-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Goicoechea,Goicoechea,redaccion,redaccion,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,1,0,1,0,redaccion-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,redaccion,redaccion,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,redaccion-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,redaccion,redaccion,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,redaccion-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,redaccion,redaccion,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,redaccion-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,redaccion,redaccion,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,redaccion-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,redaccion,redaccion,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,redaccion-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,redaccion,redaccion,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,1,0,1,0,redaccion-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,redaccion,redaccion,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,redaccion-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,redaccion,redaccion,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,redaccion-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San Rafael,San Rafael,redaccion,redaccion,1.0,2024,Masculino,Masculino,Sin dato,Sin dato,0,0,0,0,redaccion-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,redaccion,redaccion,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,redaccion-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,redaccion,redaccion,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,redaccion-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,redaccion,redaccion,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,1,1,0,0,redaccion-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Limón,Limón,redaccion,redaccion,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,redaccion-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,redaccion,redaccion,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,redaccion-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Palmares,Palmares,redaccion,redaccion,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,1,0,1,0,redaccion-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,redaccion,redaccion,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,redaccion-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Sin dato,Sin dato,Sin dato,sin dato,Sin dato,,Sexo,Sexo,49,Sin dato,1,1,0,0,Sin dato,mayo2026v4,2026-05-22 14:17:58,12684
Sin dato,Sin dato,Sin dato,sin dato,Sin dato,,Sexo,Sexo,Sin dato,Sin dato,1,1,0,0,Sin dato,mayo2026v4,2026-05-22 14:17:58,12684
Sin dato,Sin dato,Sin dato,sin dato,Sin dato,,Sexo,Sexo,Sin dato,Sin dato,1,1,0,0,Sin dato,mayo2026v4,2026-05-22 14:17:58,12684
Sin dato,Sin dato,Sin dato,sin dato,Sin dato,,Sexo,Sexo,Sin dato,Sin dato,1,1,0,0,Sin dato,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,1,0,1,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,eplvmys,eplvmys,1.0,2024,Masculino,Masculino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,1,1,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,1,0,1,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,1,0,1,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,1,0,1,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,1,0,1,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,eplvmys,eplvmys,1.0,2024,Masculino,Masculino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,1,1,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,1,0,1,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,1,1,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,eplvmys,eplvmys,1.0,2024,Masculino,Masculino,Sin dato,Sin dato,1,0,1,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,1,0,1,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,1,0,1,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,1,0,1,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,1,0,1,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,eplvmys,eplvmys,1.0,2024,Masculino,Masculino,Sin dato,Sin dato,1,0,1,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,1,0,1,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,1,0,1,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Aserrí,Aserrí,eplvmys,eplvmys,1.0,2024,Masculino,Masculino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Aserrí,Aserrí,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Goicoechea,Goicoechea,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,1,1,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Goicoechea,Goicoechea,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Goicoechea,Goicoechea,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Moravia,Moravia,eplvmys,eplvmys,1.0,2024,Masculino,Masculino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Moravia,Moravia,eplvmys,eplvmys,1.0,2024,Masculino,Masculino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Alajuela,Alajuela,eplvmys,eplvmys,1.0,2024,Masculino,Masculino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San Ramón,San Ramón,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San Carlos,San Carlos,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San Carlos,San Carlos,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San Carlos,San Carlos,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San Carlos,San Carlos,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Upala,Upala,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Cartago,Cartago,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,1,0,1,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Cartago,Cartago,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,1,0,1,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Oreamuno,Oreamuno,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Heredia,Heredia,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Heredia,Heredia,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Heredia,Heredia,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Heredia,Heredia,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Heredia,Heredia,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Heredia,Heredia,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Heredia,Heredia,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,1,1,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Barva,Barva,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Santa Bárbara,Santa Bárbara,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Flores,Flores,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,1,0,1,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Flores,Flores,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,1,1,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Sarapiquí,Sarapiquí,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Limón,Limón,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,1,0,1,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,eplvmys,eplvmys,1.0,2024,Masculino,Masculino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,1,0,1,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,eplvmys,eplvmys,1.0,2024,Masculino,Masculino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,1,0,1,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,1,0,1,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,1,1,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,1,1,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,eplvmys,eplvmys,1.0,2024,Masculino,Masculino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,1,0,1,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,1,0,1,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,eplvmys,eplvmys,1.0,2024,Masculino,Masculino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,0,0,0,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,eplvmys,eplvmys,1.0,2024,Femenino,Femenino,Sin dato,Sin dato,1,0,1,0,eplvmys-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
